marker,group,x,density
NKG2A,c8,3.6393,0.27462
NKG2A,c8,3.6758,0.25722
NKG2A,c8,3.7123,0.23914
NKG2A,c8,3.7489,0.22065
NKG2A,c8,3.7854,0.20204
NKG2A,c8,3.8219,0.18357
NKG2A,c8,3.8584,0.16549
NKG2A,c8,3.895,0.14802
NKG2A,c8,3.9315,0.13136
NKG2A,c8,3.968,0.11564
NKG2A,c8,4.0046,0.101
NKG2A,c8,4.0411,0.08751
NKG2A,c8,4.0776,0.07521
NKG2A,c8,4.1142,0.06412
NKG2A,c8,4.1507,0.05423
NKG2A,c8,4.1872,0.0455
NKG2A,c8,4.2237,0.03786
NKG2A,c8,4.2603,0.03126
NKG2A,c8,4.2968,0.0256
NKG2A,c8,4.3333,0.02079
NKG2A,c8,4.3699,0.01676
NKG2A,c8,4.4064,0.0134
NKG2A,c8,4.4429,0.01062
NKG2A,c8,4.4795,0.00836
NKG2A,c8,4.516,0.00653
NKG2A,c8,4.5525,0.00505
NKG2A,c8,4.589,0.00388
NKG2A,c8,4.6256,0.00296
NKG2A,c8,4.6621,0.00224
NKG2A,c8,4.6986,0.00168
NKG2A,c8,4.7352,0.00126
NKG2A,c8,4.7717,0.00093
NKG2A,c8,4.8082,0.00068
NKG2A,c8,4.8447,0.0005
NKG2A,c8,4.8813,0.00036
NKG2A,c8,4.9178,0.00026
NKG2A,c8,4.9543,0.00019
NKG2A,c8,4.9909,0.00013
NKG2A,c8,5.0274,9e-05
NKG2A,c8,5.0639,7e-05
NKG2A,c8,5.1005,5e-05
NKG2A,c8,5.137,3e-05
NKG2A,c8,5.1735,2e-05
NKG2A,c8,5.21,2e-05
NKG2A,c8,5.2466,1e-05
NKG2A,c8,5.2831,1e-05
NKG2A,c8,5.3196,1e-05
NKG2A,c8,5.3562,0.0
NKG2A,c8,5.3927,0.0
NKG2A,c8,5.4292,0.0
NKG2A,c8,5.4658,0.0
NKG2A,c8,5.5023,0.0
NKG2A,c8,5.5388,0.0
NKG2A,c8,5.5753,0.0
NKG2A,c8,5.6119,0.0
NKG2A,c8,5.6484,0.0
NKG2A,c8,5.6849,0.0
NKG2A,c8,5.7215,0.0
NKG2A,c8,5.758,0.0
NKG2A,c8,5.7945,0.0
NKG2A,c8,5.8311,0.0
NKG2A,c8,5.8676,0.0
NKG2A,c8,5.9041,0.0
NKG2A,c8,5.9406,0.0
NKG2A,c8,5.9772,0.0
NKG2A,c8,6.0137,0.0
NKG2A,c8,6.0502,0.0
NKG2A,c8,6.0868,0.0
NKG2A,c8,6.1233,0.0
NKG2A,c8,6.1598,0.0
NKG2A,c8,6.1963,0.0
NKG2A,c8,6.2329,0.0
NKG2A,c8,6.2694,0.0
NKG2A,c8,6.3059,0.0
NKG2A,c8,6.3425,0.0
NKG2A,c8,6.379,0.0
NKG2A,c8,6.4155,0.0
NKG2A,c8,6.4521,0.0
NKG2A,c8,6.4886,0.0
NKG2A,c8,6.5251,0.0
NKG2A,c8,6.5616,0.0
NKG2A,c8,6.5982,0.0
NKG2A,c8,6.6347,0.0
NKG2A,c8,6.6712,0.0
NKG2A,c8,6.7078,0.0
NKG2A,c8,6.7443,0.0
NKG2A,c8,6.7808,0.0
NKG2A,c8,6.8174,0.0
NKG2A,c8,6.8539,0.0
NKG2A,c8,6.8904,0.0
NKG2A,c8,6.9269,0.0
NKG2A,c8,6.9635,0.0
NKG2A,c8,7.0,0.0
NKG2A,All cells,-1.0,0.00108
NKG2A,All cells,-0.9635,0.00125
NKG2A,All cells,-0.9269,0.00144
NKG2A,All cells,-0.8904,0.00165
NKG2A,All cells,-0.8539,0.0019
NKG2A,All cells,-0.8174,0.00217
NKG2A,All cells,-0.7808,0.00249
NKG2A,All cells,-0.7443,0.00285
NKG2A,All cells,-0.7078,0.00325
NKG2A,All cells,-0.6712,0.0037
NKG2A,All cells,-0.6347,0.00421
NKG2A,All cells,-0.5982,0.00478
NKG2A,All cells,-0.5616,0.00541
NKG2A,All cells,-0.5251,0.00613
NKG2A,All cells,-0.4886,0.00692
NKG2A,All cells,-0.4521,0.00781
NKG2A,All cells,-0.4155,0.00879
NKG2A,All cells,-0.379,0.00989
NKG2A,All cells,-0.3425,0.0111
NKG2A,All cells,-0.3059,0.01244
NKG2A,All cells,-0.2694,0.01391
NKG2A,All cells,-0.2329,0.01554
NKG2A,All cells,-0.1963,0.01733
NKG2A,All cells,-0.1598,0.01929
NKG2A,All cells,-0.1233,0.02144
NKG2A,All cells,-0.0868,0.02378
NKG2A,All cells,-0.0502,0.02635
NKG2A,All cells,-0.0137,0.02914
NKG2A,All cells,0.0228,0.03217
NKG2A,All cells,0.0594,0.03546
NKG2A,All cells,0.0959,0.03902
NKG2A,All cells,0.1324,0.04287
NKG2A,All cells,0.1689,0.04702
NKG2A,All cells,0.2055,0.05149
NKG2A,All cells,0.242,0.05629
NKG2A,All cells,0.2785,0.06143
NKG2A,All cells,0.3151,0.06694
NKG2A,All cells,0.3516,0.07282
NKG2A,All cells,0.3881,0.07908
NKG2A,All cells,0.4247,0.08574
NKG2A,All cells,0.4612,0.09281
NKG2A,All cells,0.4977,0.1003
NKG2A,All cells,0.5342,0.10822
NKG2A,All cells,0.5708,0.11656
NKG2A,All cells,0.6073,0.12535
NKG2A,All cells,0.6438,0.13457
NKG2A,All cells,0.6804,0.14423
NKG2A,All cells,0.7169,0.15434
NKG2A,All cells,0.7534,0.16488
NKG2A,All cells,0.79,0.17585
NKG2A,All cells,0.8265,0.18724
NKG2A,All cells,0.863,0.19904
NKG2A,All cells,0.8995,0.21124
NKG2A,All cells,0.9361,0.22381
NKG2A,All cells,0.9726,0.23675
NKG2A,All cells,1.0091,0.25001
NKG2A,All cells,1.0457,0.26359
NKG2A,All cells,1.0822,0.27745
NKG2A,All cells,1.1187,0.29155
NKG2A,All cells,1.1553,0.30587
NKG2A,All cells,1.1918,0.32036
NKG2A,All cells,1.2283,0.33499
NKG2A,All cells,1.2648,0.34971
NKG2A,All cells,1.3014,0.36447
NKG2A,All cells,1.3379,0.37923
NKG2A,All cells,1.3744,0.39394
NKG2A,All cells,1.411,0.40855
NKG2A,All cells,1.4475,0.423
NKG2A,All cells,1.484,0.43724
NKG2A,All cells,1.5205,0.45122
NKG2A,All cells,1.5571,0.46488
NKG2A,All cells,1.5936,0.47816
NKG2A,All cells,1.6301,0.49101
NKG2A,All cells,1.6667,0.50338
NKG2A,All cells,1.7032,0.51521
NKG2A,All cells,1.7397,0.52645
NKG2A,All cells,1.7763,0.53705
NKG2A,All cells,1.8128,0.54696
NKG2A,All cells,1.8493,0.55614
NKG2A,All cells,1.8858,0.56454
NKG2A,All cells,1.9224,0.57212
NKG2A,All cells,1.9589,0.57885
NKG2A,All cells,1.9954,0.5847
NKG2A,All cells,2.032,0.58963
NKG2A,All cells,2.0685,0.59363
NKG2A,All cells,2.105,0.59667
NKG2A,All cells,2.1416,0.59874
NKG2A,All cells,2.1781,0.59982
NKG2A,All cells,2.2146,0.59992
NKG2A,All cells,2.2511,0.59903
NKG2A,All cells,2.2877,0.59716
NKG2A,All cells,2.3242,0.59431
NKG2A,All cells,2.3607,0.59051
NKG2A,All cells,2.3973,0.58576
NKG2A,All cells,2.4338,0.5801
NKG2A,All cells,2.4703,0.57354
NKG2A,All cells,2.5068,0.56612
NKG2A,All cells,2.5434,0.55789
NKG2A,All cells,2.5799,0.54886
NKG2A,All cells,2.6164,0.5391
NKG2A,All cells,2.653,0.52864
NKG2A,All cells,2.6895,0.51753
NKG2A,All cells,2.726,0.50582
NKG2A,All cells,2.7626,0.49357
NKG2A,All cells,2.7991,0.48084
NKG2A,All cells,2.8356,0.46767
NKG2A,All cells,2.8721,0.45413
NKG2A,All cells,2.9087,0.44028
NKG2A,All cells,2.9452,0.42618
NKG2A,All cells,2.9817,0.4119
NKG2A,All cells,3.0183,0.3975
NKG2A,All cells,3.0548,0.38306
NKG2A,All cells,3.0913,0.36864
NKG2A,All cells,3.1279,0.35433
NKG2A,All cells,3.1644,0.3402
NKG2A,All cells,3.2009,0.32635
NKG2A,All cells,3.2374,0.31288
NKG2A,All cells,3.274,0.29987
NKG2A,All cells,3.3105,0.28746
NKG2A,All cells,3.347,0.27576
NKG2A,All cells,3.3836,0.26491
NKG2A,All cells,3.4201,0.25506
NKG2A,All cells,3.4566,0.24636
NKG2A,All cells,3.4932,0.23898
NKG2A,All cells,3.5297,0.2331
NKG2A,All cells,3.5662,0.2289
NKG2A,All cells,3.6027,0.22657
NKG2A,All cells,3.6393,0.22629
NKG2A,All cells,3.6758,0.22823
NKG2A,All cells,3.7123,0.23254
NKG2A,All cells,3.7489,0.23937
NKG2A,All cells,3.7854,0.2488
NKG2A,All cells,3.8219,0.26089
NKG2A,All cells,3.8584,0.27564
NKG2A,All cells,3.895,0.29299
NKG2A,All cells,3.9315,0.31282
NKG2A,All cells,3.968,0.33492
NKG2A,All cells,4.0046,0.35901
NKG2A,All cells,4.0411,0.38474
NKG2A,All cells,4.0776,0.41166
NKG2A,All cells,4.1142,0.43929
NKG2A,All cells,4.1507,0.46706
NKG2A,All cells,4.1872,0.49437
NKG2A,All cells,4.2237,0.52058
NKG2A,All cells,4.2603,0.54504
NKG2A,All cells,4.2968,0.56713
NKG2A,All cells,4.3333,0.58626
NKG2A,All cells,4.3699,0.60188
NKG2A,All cells,4.4064,0.61352
NKG2A,All cells,4.4429,0.62081
NKG2A,All cells,4.4795,0.62349
NKG2A,All cells,4.516,0.62141
NKG2A,All cells,4.5525,0.61455
NKG2A,All cells,4.589,0.60302
NKG2A,All cells,4.6256,0.58703
NKG2A,All cells,4.6621,0.56692
NKG2A,All cells,4.6986,0.54312
NKG2A,All cells,4.7352,0.51613
NKG2A,All cells,4.7717,0.48652
NKG2A,All cells,4.8082,0.45489
NKG2A,All cells,4.8447,0.42185
NKG2A,All cells,4.8813,0.38803
NKG2A,All cells,4.9178,0.35401
NKG2A,All cells,4.9543,0.32033
NKG2A,All cells,4.9909,0.28748
NKG2A,All cells,5.0274,0.25588
NKG2A,All cells,5.0639,0.2259
NKG2A,All cells,5.1005,0.19779
NKG2A,All cells,5.137,0.17176
NKG2A,All cells,5.1735,0.14794
NKG2A,All cells,5.21,0.12638
NKG2A,All cells,5.2466,0.10707
NKG2A,All cells,5.2831,0.08998
NKG2A,All cells,5.3196,0.075
NKG2A,All cells,5.3562,0.062
NKG2A,All cells,5.3927,0.05084
NKG2A,All cells,5.4292,0.04135
NKG2A,All cells,5.4658,0.03336
NKG2A,All cells,5.5023,0.0267
NKG2A,All cells,5.5388,0.0212
NKG2A,All cells,5.5753,0.0167
NKG2A,All cells,5.6119,0.01305
NKG2A,All cells,5.6484,0.01012
NKG2A,All cells,5.6849,0.00779
NKG2A,All cells,5.7215,0.00595
NKG2A,All cells,5.758,0.00451
NKG2A,All cells,5.7945,0.0034
NKG2A,All cells,5.8311,0.00254
NKG2A,All cells,5.8676,0.00189
NKG2A,All cells,5.9041,0.00139
NKG2A,All cells,5.9406,0.00102
NKG2A,All cells,5.9772,0.00075
NKG2A,All cells,6.0137,0.00054
NKG2A,All cells,6.0502,0.00039
NKG2A,All cells,6.0868,0.00028
NKG2A,All cells,6.1233,0.0002
NKG2A,All cells,6.1598,0.00015
NKG2A,All cells,6.1963,0.00011
NKG2A,All cells,6.2329,8e-05
NKG2A,All cells,6.2694,6e-05
NKG2A,All cells,6.3059,4e-05
NKG2A,All cells,6.3425,3e-05
NKG2A,All cells,6.379,2e-05
NKG2A,All cells,6.4155,2e-05
NKG2A,All cells,6.4521,1e-05
NKG2A,All cells,6.4886,1e-05
NKG2A,All cells,6.5251,1e-05
NKG2A,All cells,6.5616,1e-05
NKG2A,All cells,6.5982,0.0
NKG2A,All cells,6.6347,0.0
NKG2A,All cells,6.6712,0.0
NKG2A,All cells,6.7078,0.0
NKG2A,All cells,6.7443,0.0
NKG2A,All cells,6.7808,0.0
NKG2A,All cells,6.8174,0.0
NKG2A,All cells,6.8539,0.0
NKG2A,All cells,6.8904,0.0
NKG2A,All cells,6.9269,0.0
NKG2A,All cells,6.9635,0.0
NKG2A,All cells,7.0,0.0
CD31,c1,-1.0,0.0
CD31,c1,-0.9635,0.0
CD31,c1,-0.9269,0.0
CD31,c1,-0.8904,0.0
CD31,c1,-0.8539,0.0
CD31,c1,-0.8174,0.0
CD31,c1,-0.7808,0.0
CD31,c1,-0.7443,0.0
CD31,c1,-0.7078,0.0
CD31,c1,-0.6712,0.0
CD31,c1,-0.6347,0.0
CD31,c1,-0.5982,0.0
CD31,c1,-0.5616,0.0
CD31,c1,-0.5251,0.0
CD31,c1,-0.4886,0.0
CD31,c1,-0.4521,0.0
CD31,c1,-0.4155,0.0
CD31,c1,-0.379,0.0
CD31,c1,-0.3425,0.0
CD31,c1,-0.3059,0.0
CD31,c1,-0.2694,0.0
CD31,c1,-0.2329,0.0
CD31,c1,-0.1963,0.0
CD31,c1,-0.1598,0.0
CD31,c1,-0.1233,0.0
CD31,c1,-0.0868,0.0
CD31,c1,-0.0502,0.0
CD31,c1,-0.0137,0.0
CD31,c1,0.0228,0.0
CD31,c1,0.0594,0.0
CD31,c1,0.0959,0.0
CD31,c1,0.1324,0.0
CD31,c1,0.1689,0.0
CD31,c1,0.2055,0.0
CD31,c1,0.242,0.0
CD31,c1,0.2785,0.0
CD31,c1,0.3151,0.0
CD31,c1,0.3516,0.0
CD31,c1,0.3881,0.0
CD31,c1,0.4247,0.0
CD31,c1,0.4612,0.0
CD31,c1,0.4977,0.0
CD31,c1,0.5342,0.0
CD31,c1,0.5708,0.0
CD31,c1,0.6073,0.0
CD31,c1,0.6438,0.0
CD31,c1,0.6804,0.0
CD31,c1,0.7169,0.0
CD31,c1,0.7534,0.0
CD31,c1,0.79,0.0
CD31,c1,0.8265,0.0
CD31,c1,0.863,0.0
CD31,c1,0.8995,0.0
CD31,c1,0.9361,0.0
CD31,c1,0.9726,0.0
CD31,c1,1.0091,0.0
CD31,c1,1.0457,0.0
CD31,c1,1.0822,0.0
CD31,c1,1.1187,1e-05
CD31,c1,1.1553,1e-05
CD31,c1,1.1918,1e-05
CD31,c1,1.2283,2e-05
CD31,c1,1.2648,3e-05
CD31,c1,1.3014,4e-05
CD31,c1,1.3379,6e-05
CD31,c1,1.3744,8e-05
CD31,c1,1.411,0.00011
CD31,c1,1.4475,0.00016
CD31,c1,1.484,0.00022
CD31,c1,1.5205,0.0003
CD31,c1,1.5571,0.00041
CD31,c1,1.5936,0.00057
CD31,c1,1.6301,0.00077
CD31,c1,1.6667,0.00103
CD31,c1,1.7032,0.00138
CD31,c1,1.7397,0.00184
CD31,c1,1.7763,0.00243
CD31,c1,1.8128,0.00319
CD31,c1,1.8493,0.00415
CD31,c1,1.8858,0.00538
CD31,c1,1.9224,0.00692
CD31,c1,1.9589,0.00884
CD31,c1,1.9954,0.01122
CD31,c1,2.032,0.01415
CD31,c1,2.0685,0.01773
CD31,c1,2.105,0.02207
CD31,c1,2.1416,0.02729
CD31,c1,2.1781,0.03353
CD31,c1,2.2146,0.04091
CD31,c1,2.2511,0.0496
CD31,c1,2.2877,0.05973
CD31,c1,2.3242,0.07147
CD31,c1,2.3607,0.08495
CD31,c1,2.3973,0.10031
CD31,c1,2.4338,0.11767
CD31,c1,2.4703,0.13713
CD31,c1,2.5068,0.15875
CD31,c1,2.5434,0.18259
CD31,c1,2.5799,0.20863
CD31,c1,2.6164,0.23683
CD31,c1,2.653,0.26707
CD31,c1,2.6895,0.29921
CD31,c1,2.726,0.33303
CD31,c1,2.7626,0.36826
CD31,c1,2.7991,0.40456
CD31,c1,2.8356,0.44155
CD31,c1,2.8721,0.4788
CD31,c1,2.9087,0.51583
CD31,c1,2.9452,0.55215
CD31,c1,2.9817,0.58723
CD31,c1,3.0183,0.62054
CD31,c1,3.0548,0.65159
CD31,c1,3.0913,0.67987
CD31,c1,3.1279,0.70495
CD31,c1,3.1644,0.72643
CD31,c1,3.2009,0.744
CD31,c1,3.2374,0.75743
CD31,c1,3.274,0.76656
CD31,c1,3.3105,0.77137
CD31,c1,3.347,0.77189
CD31,c1,3.3836,0.76829
CD31,c1,3.4201,0.76082
CD31,c1,3.4566,0.74984
CD31,c1,3.4932,0.73576
CD31,c1,3.5297,0.71909
CD31,c1,3.5662,0.70038
CD31,c1,3.6027,0.6802
CD31,c1,3.6393,0.65918
CD31,c1,3.6758,0.63791
CD31,c1,3.7123,0.61698
CD31,c1,3.7489,0.59695
CD31,c1,3.7854,0.57833
CD31,c1,3.8219,0.56156
CD31,c1,3.8584,0.54701
CD31,c1,3.895,0.53497
CD31,c1,3.9315,0.52563
CD31,c1,3.968,0.51911
CD31,c1,4.0046,0.51542
CD31,c1,4.0411,0.51448
CD31,c1,4.0776,0.51615
CD31,c1,4.1142,0.52019
CD31,c1,4.1507,0.5263
CD31,c1,4.1872,0.53412
CD31,c1,4.2237,0.54326
CD31,c1,4.2603,0.55328
CD31,c1,4.2968,0.56374
CD31,c1,4.3333,0.57417
CD31,c1,4.3699,0.58412
CD31,c1,4.4064,0.59317
CD31,c1,4.4429,0.60092
CD31,c1,4.4795,0.60699
CD31,c1,4.516,0.61106
CD31,c1,4.5525,0.61289
CD31,c1,4.589,0.61225
CD31,c1,4.6256,0.60901
CD31,c1,4.6621,0.60307
CD31,c1,4.6986,0.59443
CD31,c1,4.7352,0.58311
CD31,c1,4.7717,0.56922
CD31,c1,4.8082,0.55289
CD31,c1,4.8447,0.53433
CD31,c1,4.8813,0.51375
CD31,c1,4.9178,0.49143
CD31,c1,4.9543,0.46763
CD31,c1,4.9909,0.44267
CD31,c1,5.0274,0.41685
CD31,c1,5.0639,0.39047
CD31,c1,5.1005,0.36384
CD31,c1,5.137,0.33723
CD31,c1,5.1735,0.31091
CD31,c1,5.21,0.28513
CD31,c1,5.2466,0.2601
CD31,c1,5.2831,0.23601
CD31,c1,5.3196,0.21301
CD31,c1,5.3562,0.19123
CD31,c1,5.3927,0.17077
CD31,c1,5.4292,0.15168
CD31,c1,5.4658,0.13401
CD31,c1,5.5023,0.11777
CD31,c1,5.5388,0.10295
CD31,c1,5.5753,0.08951
CD31,c1,5.6119,0.07741
CD31,c1,5.6484,0.0666
CD31,c1,5.6849,0.05698
CD31,c1,5.7215,0.0485
CD31,c1,5.758,0.04106
CD31,c1,5.7945,0.03458
CD31,c1,5.8311,0.02896
CD31,c1,5.8676,0.02413
CD31,c1,5.9041,0.02
CD31,c1,5.9406,0.01648
CD31,c1,5.9772,0.01351
CD31,c1,6.0137,0.01102
CD31,c1,6.0502,0.00894
CD31,c1,6.0868,0.00721
CD31,c1,6.1233,0.00579
CD31,c1,6.1598,0.00462
CD31,c1,6.1963,0.00367
CD31,c1,6.2329,0.0029
CD31,c1,6.2694,0.00228
CD31,c1,6.3059,0.00178
CD31,c1,6.3425,0.00138
CD31,c1,6.379,0.00107
CD31,c1,6.4155,0.00082
CD31,c1,6.4521,0.00063
CD31,c1,6.4886,0.00048
CD31,c1,6.5251,0.00036
CD31,c1,6.5616,0.00027
CD31,c1,6.5982,0.0002
CD31,c1,6.6347,0.00015
CD31,c1,6.6712,0.00011
CD31,c1,6.7078,8e-05
CD31,c1,6.7443,6e-05
CD31,c1,6.7808,4e-05
CD31,c1,6.8174,3e-05
CD31,c1,6.8539,2e-05
CD31,c1,6.8904,2e-05
CD31,c1,6.9269,1e-05
CD31,c1,6.9635,1e-05
CD31,c1,7.0,1e-05
CD31,c2,-1.0,0.0
CD31,c2,-0.9635,0.0
CD31,c2,-0.9269,1e-05
CD31,c2,-0.8904,1e-05
CD31,c2,-0.8539,1e-05
CD31,c2,-0.8174,1e-05
CD31,c2,-0.7808,2e-05
CD31,c2,-0.7443,2e-05
CD31,c2,-0.7078,3e-05
CD31,c2,-0.6712,4e-05
CD31,c2,-0.6347,5e-05
CD31,c2,-0.5982,7e-05
CD31,c2,-0.5616,9e-05
CD31,c2,-0.5251,0.00011
CD31,c2,-0.4886,0.00014
CD31,c2,-0.4521,0.00017
CD31,c2,-0.4155,0.00022
CD31,c2,-0.379,0.00027
CD31,c2,-0.3425,0.00034
CD31,c2,-0.3059,0.00042
CD31,c2,-0.2694,0.00052
CD31,c2,-0.2329,0.00064
CD31,c2,-0.1963,0.00079
CD31,c2,-0.1598,0.00096
CD31,c2,-0.1233,0.00117
CD31,c2,-0.0868,0.00142
CD31,c2,-0.0502,0.00172
CD31,c2,-0.0137,0.00207
CD31,c2,0.0228,0.00249
CD31,c2,0.0594,0.00297
CD31,c2,0.0959,0.00354
CD31,c2,0.1324,0.0042
CD31,c2,0.1689,0.00497
CD31,c2,0.2055,0.00585
CD31,c2,0.242,0.00687
CD31,c2,0.2785,0.00803
CD31,c2,0.3151,0.00935
CD31,c2,0.3516,0.01085
CD31,c2,0.3881,0.01255
CD31,c2,0.4247,0.01446
CD31,c2,0.4612,0.01659
CD31,c2,0.4977,0.01897
CD31,c2,0.5342,0.02161
CD31,c2,0.5708,0.02453
CD31,c2,0.6073,0.02773
CD31,c2,0.6438,0.03124
CD31,c2,0.6804,0.03507
CD31,c2,0.7169,0.03921
CD31,c2,0.7534,0.04369
CD31,c2,0.79,0.0485
CD31,c2,0.8265,0.05363
CD31,c2,0.863,0.05909
CD31,c2,0.8995,0.06487
CD31,c2,0.9361,0.07095
CD31,c2,0.9726,0.07732
CD31,c2,1.0091,0.08395
CD31,c2,1.0457,0.09081
CD31,c2,1.0822,0.09788
CD31,c2,1.1187,0.10511
CD31,c2,1.1553,0.11248
CD31,c2,1.1918,0.11993
CD31,c2,1.2283,0.12741
CD31,c2,1.2648,0.13489
CD31,c2,1.3014,0.14232
CD31,c2,1.3379,0.14965
CD31,c2,1.3744,0.15684
CD31,c2,1.411,0.16385
CD31,c2,1.4475,0.17064
CD31,c2,1.484,0.17719
CD31,c2,1.5205,0.18349
CD31,c2,1.5571,0.18953
CD31,c2,1.5936,0.19532
CD31,c2,1.6301,0.20089
CD31,c2,1.6667,0.20629
CD31,c2,1.7032,0.21157
CD31,c2,1.7397,0.21682
CD31,c2,1.7763,0.22215
CD31,c2,1.8128,0.22768
CD31,c2,1.8493,0.23356
CD31,c2,1.8858,0.23996
CD31,c2,1.9224,0.24706
CD31,c2,1.9589,0.25507
CD31,c2,1.9954,0.26419
CD31,c2,2.032,0.27463
CD31,c2,2.0685,0.28663
CD31,c2,2.105,0.30038
CD31,c2,2.1416,0.31607
CD31,c2,2.1781,0.33388
CD31,c2,2.2146,0.35395
CD31,c2,2.2511,0.37637
CD31,c2,2.2877,0.40119
CD31,c2,2.3242,0.4284
CD31,c2,2.3607,0.45792
CD31,c2,2.3973,0.48961
CD31,c2,2.4338,0.52327
CD31,c2,2.4703,0.55859
CD31,c2,2.5068,0.59523
CD31,c2,2.5434,0.63275
CD31,c2,2.5799,0.67066
CD31,c2,2.6164,0.70843
CD31,c2,2.653,0.74548
CD31,c2,2.6895,0.78121
CD31,c2,2.726,0.81501
CD31,c2,2.7626,0.84629
CD31,c2,2.7991,0.87449
CD31,c2,2.8356,0.89908
CD31,c2,2.8721,0.91962
CD31,c2,2.9087,0.93574
CD31,c2,2.9452,0.94716
CD31,c2,2.9817,0.95371
CD31,c2,3.0183,0.95533
CD31,c2,3.0548,0.9521
CD31,c2,3.0913,0.94418
CD31,c2,3.1279,0.93186
CD31,c2,3.1644,0.91552
CD31,c2,3.2009,0.89564
CD31,c2,3.2374,0.87277
CD31,c2,3.274,0.8475
CD31,c2,3.3105,0.82049
CD31,c2,3.347,0.79239
CD31,c2,3.3836,0.76383
CD31,c2,3.4201,0.73546
CD31,c2,3.4566,0.70784
CD31,c2,3.4932,0.68149
CD31,c2,3.5297,0.65688
CD31,c2,3.5662,0.63434
CD31,c2,3.6027,0.61417
CD31,c2,3.6393,0.59654
CD31,c2,3.6758,0.58152
CD31,c2,3.7123,0.5691
CD31,c2,3.7489,0.55919
CD31,c2,3.7854,0.55161
CD31,c2,3.8219,0.54611
CD31,c2,3.8584,0.54239
CD31,c2,3.895,0.5401
CD31,c2,3.9315,0.53886
CD31,c2,3.968,0.53827
CD31,c2,4.0046,0.53795
CD31,c2,4.0411,0.5375
CD31,c2,4.0776,0.53656
CD31,c2,4.1142,0.53479
CD31,c2,4.1507,0.5319
CD31,c2,4.1872,0.52763
CD31,c2,4.2237,0.5218
CD31,c2,4.2603,0.51425
CD31,c2,4.2968,0.50491
CD31,c2,4.3333,0.49373
CD31,c2,4.3699,0.48073
CD31,c2,4.4064,0.46599
CD31,c2,4.4429,0.44962
CD31,c2,4.4795,0.43176
CD31,c2,4.516,0.41259
CD31,c2,4.5525,0.39232
CD31,c2,4.589,0.37118
CD31,c2,4.6256,0.34939
CD31,c2,4.6621,0.32719
CD31,c2,4.6986,0.30482
CD31,c2,4.7352,0.28251
CD31,c2,4.7717,0.26046
CD31,c2,4.8082,0.23887
CD31,c2,4.8447,0.21792
CD31,c2,4.8813,0.19776
CD31,c2,4.9178,0.17852
CD31,c2,4.9543,0.16029
CD31,c2,4.9909,0.14317
CD31,c2,5.0274,0.12719
CD31,c2,5.0639,0.1124
CD31,c2,5.1005,0.0988
CD31,c2,5.137,0.08639
CD31,c2,5.1735,0.07513
CD31,c2,5.21,0.06499
CD31,c2,5.2466,0.05593
CD31,c2,5.2831,0.04787
CD31,c2,5.3196,0.04075
CD31,c2,5.3562,0.03451
CD31,c2,5.3927,0.02907
CD31,c2,5.4292,0.02435
CD31,c2,5.4658,0.02029
CD31,c2,5.5023,0.01682
CD31,c2,5.5388,0.01387
CD31,c2,5.5753,0.01138
CD31,c2,5.6119,0.00928
CD31,c2,5.6484,0.00753
CD31,c2,5.6849,0.00608
CD31,c2,5.7215,0.00488
CD31,c2,5.758,0.0039
CD31,c2,5.7945,0.00309
CD31,c2,5.8311,0.00244
CD31,c2,5.8676,0.00192
CD31,c2,5.9041,0.0015
CD31,c2,5.9406,0.00117
CD31,c2,5.9772,0.0009
CD31,c2,6.0137,0.00069
CD31,c2,6.0502,0.00053
CD31,c2,6.0868,0.0004
CD31,c2,6.1233,0.00031
CD31,c2,6.1598,0.00023
CD31,c2,6.1963,0.00017
CD31,c2,6.2329,0.00013
CD31,c2,6.2694,0.0001
CD31,c2,6.3059,7e-05
CD31,c2,6.3425,5e-05
CD31,c2,6.379,4e-05
CD31,c2,6.4155,3e-05
CD31,c2,6.4521,2e-05
CD31,c2,6.4886,1e-05
CD31,c2,6.5251,1e-05
CD31,c2,6.5616,1e-05
CD31,c2,6.5982,1e-05
CD31,c2,6.6347,0.0
CD31,c2,6.6712,0.0
CD31,c2,6.7078,0.0
CD31,c2,6.7443,0.0
CD31,c2,6.7808,0.0
CD31,c2,6.8174,0.0
CD31,c2,6.8539,0.0
CD31,c2,6.8904,0.0
CD31,c2,6.9269,0.0
CD31,c2,6.9635,0.0
CD31,c2,7.0,0.0
CD31,c3,-1.0,0.0
CD31,c3,-0.9635,0.0
CD31,c3,-0.9269,0.0
CD31,c3,-0.8904,0.0
CD31,c3,-0.8539,0.0
CD31,c3,-0.8174,0.0
CD31,c3,-0.7808,0.0
CD31,c3,-0.7443,0.0
CD31,c3,-0.7078,0.0
CD31,c3,-0.6712,0.0
CD31,c3,-0.6347,0.0
CD31,c3,-0.5982,0.0
CD31,c3,-0.5616,0.0
CD31,c3,-0.5251,0.0
CD31,c3,-0.4886,0.0
CD31,c3,-0.4521,0.0
CD31,c3,-0.4155,0.0
CD31,c3,-0.379,0.0
CD31,c3,-0.3425,1e-05
CD31,c3,-0.3059,1e-05
CD31,c3,-0.2694,1e-05
CD31,c3,-0.2329,1e-05
CD31,c3,-0.1963,2e-05
CD31,c3,-0.1598,2e-05
CD31,c3,-0.1233,3e-05
CD31,c3,-0.0868,4e-05
CD31,c3,-0.0502,5e-05
