marker,group,condition,x,density
IL2,cILC1,−,0.3489,0.13869
IL2,cILC1,−,0.3799,0.14988
IL2,cILC1,−,0.411,0.16145
IL2,cILC1,−,0.442,0.17336
IL2,cILC1,−,0.4731,0.18557
IL2,cILC1,−,0.5041,0.19805
IL2,cILC1,−,0.5352,0.21076
IL2,cILC1,−,0.5662,0.22366
IL2,cILC1,−,0.5973,0.23671
IL2,cILC1,−,0.6283,0.24989
IL2,cILC1,−,0.6594,0.26317
IL2,cILC1,−,0.6904,0.27652
IL2,cILC1,−,0.7215,0.28994
IL2,cILC1,−,0.7525,0.30343
IL2,cILC1,−,0.7836,0.31698
IL2,cILC1,−,0.8146,0.33062
IL2,cILC1,−,0.8457,0.34436
IL2,cILC1,−,0.8767,0.35823
IL2,cILC1,−,0.9078,0.37228
IL2,cILC1,−,0.9388,0.38655
IL2,cILC1,−,0.9699,0.40111
IL2,cILC1,−,1.0009,0.416
IL2,cILC1,−,1.032,0.4313
IL2,cILC1,−,1.063,0.44707
IL2,cILC1,−,1.0941,0.46337
IL2,cILC1,−,1.1251,0.48026
IL2,cILC1,−,1.1562,0.49781
IL2,cILC1,−,1.1872,0.51605
IL2,cILC1,−,1.2183,0.53502
IL2,cILC1,−,1.2493,0.55476
IL2,cILC1,−,1.2804,0.57525
IL2,cILC1,−,1.3114,0.59651
IL2,cILC1,−,1.3425,0.6185
IL2,cILC1,−,1.3735,0.64117
IL2,cILC1,−,1.4046,0.66448
IL2,cILC1,−,1.4356,0.68832
IL2,cILC1,−,1.4667,0.7126
IL2,cILC1,−,1.4977,0.7372
IL2,cILC1,−,1.5288,0.76198
IL2,cILC1,−,1.5598,0.7868
IL2,cILC1,−,1.5909,0.81147
IL2,cILC1,−,1.6219,0.83585
IL2,cILC1,−,1.653,0.85974
IL2,cILC1,−,1.684,0.88298
IL2,cILC1,−,1.7151,0.90542
IL2,cILC1,−,1.7461,0.9269
IL2,cILC1,−,1.7772,0.94731
IL2,cILC1,−,1.8082,0.96657
IL2,cILC1,−,1.8393,0.98465
IL2,cILC1,−,1.8703,1.00158
IL2,cILC1,−,1.9014,1.01743
IL2,cILC1,−,1.9324,1.03233
IL2,cILC1,−,1.9635,1.04644
IL2,cILC1,−,1.9945,1.05996
IL2,cILC1,−,2.0256,1.07305
IL2,cILC1,−,2.0566,1.08579
IL2,cILC1,−,2.0877,1.09816
IL2,cILC1,−,2.1187,1.10998
IL2,cILC1,−,2.1498,1.12085
IL2,cILC1,−,2.1808,1.13015
IL2,cILC1,−,2.2119,1.13705
IL2,cILC1,−,2.2429,1.14053
IL2,cILC1,−,2.274,1.13948
IL2,cILC1,−,2.305,1.13281
IL2,cILC1,−,2.3361,1.11951
IL2,cILC1,−,2.3671,1.09885
IL2,cILC1,−,2.3982,1.07042
IL2,cILC1,−,2.4292,1.03424
IL2,cILC1,−,2.4603,0.99076
IL2,cILC1,−,2.4913,0.94082
IL2,cILC1,−,2.5224,0.88564
IL2,cILC1,−,2.5534,0.82663
IL2,cILC1,−,2.5845,0.76534
IL2,cILC1,−,2.6155,0.7033
IL2,cILC1,−,2.6466,0.64189
IL2,cILC1,−,2.6776,0.58231
IL2,cILC1,−,2.7087,0.52548
IL2,cILC1,−,2.7397,0.47205
IL2,cILC1,−,2.7708,0.4224
IL2,cILC1,−,2.8018,0.3767
IL2,cILC1,−,2.8329,0.33494
IL2,cILC1,−,2.8639,0.29698
IL2,cILC1,−,2.895,0.2626
IL2,cILC1,−,2.926,0.23155
IL2,cILC1,−,2.9571,0.20355
IL2,cILC1,−,2.9881,0.17837
IL2,cILC1,−,3.0192,0.15575
IL2,cILC1,−,3.0502,0.13549
IL2,cILC1,−,3.0813,0.11738
IL2,cILC1,−,3.1123,0.10127
IL2,cILC1,−,3.1434,0.08698
IL2,cILC1,−,3.1744,0.07437
IL2,cILC1,−,3.2055,0.06329
IL2,cILC1,−,3.2365,0.0536
IL2,cILC1,−,3.2676,0.04518
IL2,cILC1,−,3.2986,0.03791
IL2,cILC1,−,3.3297,0.03165
IL2,cILC1,−,3.3607,0.0263
IL2,cILC1,−,3.3918,0.02175
IL2,cILC1,−,3.4228,0.01791
IL2,cILC1,−,3.4539,0.01468
IL2,cILC1,−,3.4849,0.01197
IL2,cILC1,−,3.516,0.00973
IL2,cILC1,−,3.547,0.00787
IL2,cILC1,−,3.5781,0.00633
IL2,cILC1,−,3.6091,0.00508
IL2,cILC1,−,3.6402,0.00406
IL2,cILC1,−,3.6712,0.00323
IL2,cILC1,−,3.7023,0.00256
IL2,cILC1,−,3.7333,0.00202
IL2,cILC1,−,3.7644,0.00159
IL2,cILC1,−,3.7954,0.00124
IL2,cILC1,−,3.8265,0.00097
IL2,cILC1,−,3.8575,0.00075
IL2,cILC1,−,3.8886,0.00058
IL2,cILC1,−,3.9196,0.00045
IL2,cILC1,−,3.9507,0.00035
IL2,cILC1,−,3.9817,0.00027
IL2,cILC1,−,4.0128,0.0002
IL2,cILC1,−,4.0438,0.00016
IL2,cILC1,−,4.0749,0.00012
IL2,cILC1,−,4.1059,9e-05
IL2,cILC1,−,4.137,7e-05
IL2,cILC1,−,4.168,5e-05
IL2,cILC1,−,4.1991,4e-05
IL2,cILC1,−,4.2301,3e-05
IL2,cILC1,−,4.2612,2e-05
IL2,cILC1,−,4.2922,2e-05
IL2,cILC1,−,4.3233,1e-05
IL2,cILC1,−,4.3543,1e-05
IL2,cILC1,−,4.3854,1e-05
IL2,cILC1,−,4.4164,0.0
IL2,cILC1,−,4.4475,0.0
IL2,cILC1,−,4.4785,0.0
IL2,cILC1,−,4.5096,0.0
IL2,cILC1,−,4.5406,0.0
IL2,cILC1,−,4.5717,0.0
IL2,cILC1,−,4.6027,0.0
IL2,cILC1,−,4.6338,0.0
IL2,cILC1,−,4.6648,0.0
IL2,cILC1,−,4.6959,0.0
IL2,cILC1,−,4.7269,0.0
IL2,cILC1,−,4.758,0.0
IL2,cILC1,−,4.789,0.0
IL2,cILC1,−,4.8201,0.0
IL2,cILC1,−,4.8511,0.0
IL2,cILC1,−,4.8822,0.0
IL2,cILC1,−,4.9132,0.0
IL2,cILC1,−,4.9443,0.0
IL2,cILC1,−,4.9753,0.0
IL2,cILC1,−,5.0064,0.0
IL2,cILC1,−,5.0374,0.0
IL2,cILC1,−,5.0685,0.0
IL2,cILC1,−,5.0995,0.0
IL2,cILC1,−,5.1306,0.0
IL2,cILC1,−,5.1616,0.0
IL2,cILC1,−,5.1927,0.0
IL2,cILC1,−,5.2237,0.0
IL2,cILC1,−,5.2548,0.0
IL2,cILC1,−,5.2858,0.0
IL2,cILC1,−,5.3169,0.0
IL2,cILC1,−,5.3479,0.0
IL2,cILC1,−,5.379,0.0
IL2,cILC1,−,5.41,0.0
IL2,cILC1,−,5.4411,0.0
IL2,cILC1,−,5.4721,0.0
IL2,cILC1,−,5.5032,0.0
IL2,cILC1,−,5.5342,0.0
IL2,cILC1,−,5.5653,0.0
IL2,cILC1,−,5.5963,0.0
IL2,cILC1,−,5.6274,0.0
IL2,cILC1,−,5.6584,0.0
IL2,cILC1,−,5.6895,0.0
IL2,cILC1,−,5.7205,0.0
IL2,cILC1,−,5.7516,0.0
IL2,cILC1,−,5.7826,0.0
IL2,cILC1,−,5.8137,0.0
IL2,cILC1,−,5.8447,0.0
IL2,cILC1,−,5.8758,0.0
IL2,cILC1,−,5.9068,0.0
IL2,cILC1,−,5.9379,0.0
IL2,cILC1,−,5.9689,0.0
IL2,cILC1,−,6.0,0.0
IL2,cILC1,+,-0.8,0.00053
IL2,cILC1,+,-0.7689,0.00065
IL2,cILC1,+,-0.7379,0.00079
IL2,cILC1,+,-0.7068,0.00097
IL2,cILC1,+,-0.6758,0.00118
IL2,cILC1,+,-0.6447,0.00144
IL2,cILC1,+,-0.6137,0.00174
IL2,cILC1,+,-0.5826,0.00209
IL2,cILC1,+,-0.5516,0.00251
IL2,cILC1,+,-0.5205,0.003
IL2,cILC1,+,-0.4895,0.00358
IL2,cILC1,+,-0.4584,0.00424
IL2,cILC1,+,-0.4274,0.00501
IL2,cILC1,+,-0.3963,0.0059
IL2,cILC1,+,-0.3653,0.00692
IL2,cILC1,+,-0.3342,0.00808
IL2,cILC1,+,-0.3032,0.0094
IL2,cILC1,+,-0.2721,0.01089
IL2,cILC1,+,-0.2411,0.01257
IL2,cILC1,+,-0.21,0.01446
IL2,cILC1,+,-0.179,0.01657
IL2,cILC1,+,-0.1479,0.01891
IL2,cILC1,+,-0.1169,0.02149
IL2,cILC1,+,-0.0858,0.02434
IL2,cILC1,+,-0.0548,0.02746
IL2,cILC1,+,-0.0237,0.03086
IL2,cILC1,+,0.0073,0.03454
IL2,cILC1,+,0.0384,0.03852
IL2,cILC1,+,0.0694,0.04279
IL2,cILC1,+,0.1005,0.04735
IL2,cILC1,+,0.1315,0.0522
IL2,cILC1,+,0.1626,0.05733
IL2,cILC1,+,0.1936,0.06272
IL2,cILC1,+,0.2247,0.06835
IL2,cILC1,+,0.2557,0.07421
IL2,cILC1,+,0.2868,0.08028
IL2,cILC1,+,0.3178,0.08651
IL2,cILC1,+,0.3489,0.09288
IL2,cILC1,+,0.3799,0.09935
IL2,cILC1,+,0.411,0.1059
IL2,cILC1,+,0.442,0.11247
IL2,cILC1,+,0.4731,0.11903
IL2,cILC1,+,0.5041,0.12554
IL2,cILC1,+,0.5352,0.13197
IL2,cILC1,+,0.5662,0.13829
IL2,cILC1,+,0.5973,0.14446
IL2,cILC1,+,0.6283,0.15048
IL2,cILC1,+,0.6594,0.15632
IL2,cILC1,+,0.6904,0.16198
IL2,cILC1,+,0.7215,0.16746
IL2,cILC1,+,0.7525,0.17279
IL2,cILC1,+,0.7836,0.17799
IL2,cILC1,+,0.8146,0.1831
IL2,cILC1,+,0.8457,0.18817
IL2,cILC1,+,0.8767,0.19326
IL2,cILC1,+,0.9078,0.19844
IL2,cILC1,+,0.9388,0.20378
IL2,cILC1,+,0.9699,0.20936
IL2,cILC1,+,1.0009,0.21527
IL2,cILC1,+,1.032,0.22158
IL2,cILC1,+,1.063,0.22836
IL2,cILC1,+,1.0941,0.23567
IL2,cILC1,+,1.1251,0.24357
IL2,cILC1,+,1.1562,0.25208
IL2,cILC1,+,1.1872,0.26121
IL2,cILC1,+,1.2183,0.27095
IL2,cILC1,+,1.2493,0.28126
IL2,cILC1,+,1.2804,0.29208
IL2,cILC1,+,1.3114,0.30333
IL2,cILC1,+,1.3425,0.31489
IL2,cILC1,+,1.3735,0.32666
IL2,cILC1,+,1.4046,0.33849
IL2,cILC1,+,1.4356,0.35025
IL2,cILC1,+,1.4667,0.36182
IL2,cILC1,+,1.4977,0.37306
IL2,cILC1,+,1.5288,0.38389
IL2,cILC1,+,1.5598,0.39423
IL2,cILC1,+,1.5909,0.40405
IL2,cILC1,+,1.6219,0.41336
IL2,cILC1,+,1.653,0.42221
IL2,cILC1,+,1.684,0.43071
IL2,cILC1,+,1.7151,0.439
IL2,cILC1,+,1.7461,0.44729
IL2,cILC1,+,1.7772,0.45579
IL2,cILC1,+,1.8082,0.46478
IL2,cILC1,+,1.8393,0.47451
IL2,cILC1,+,1.8703,0.48526
IL2,cILC1,+,1.9014,0.49729
IL2,cILC1,+,1.9324,0.51082
IL2,cILC1,+,1.9635,0.52601
IL2,cILC1,+,1.9945,0.543
IL2,cILC1,+,2.0256,0.56179
IL2,cILC1,+,2.0566,0.58234
IL2,cILC1,+,2.0877,0.60449
IL2,cILC1,+,2.1187,0.62799
IL2,cILC1,+,2.1498,0.65249
IL2,cILC1,+,2.1808,0.67755
IL2,cILC1,+,2.2119,0.70264
IL2,cILC1,+,2.2429,0.72719
IL2,cILC1,+,2.274,0.75056
IL2,cILC1,+,2.305,0.7721
IL2,cILC1,+,2.3361,0.79115
IL2,cILC1,+,2.3671,0.80709
IL2,cILC1,+,2.3982,0.81934
IL2,cILC1,+,2.4292,0.8274
IL2,cILC1,+,2.4603,0.83086
IL2,cILC1,+,2.4913,0.82941
IL2,cILC1,+,2.5224,0.82289
IL2,cILC1,+,2.5534,0.81122
IL2,cILC1,+,2.5845,0.7945
IL2,cILC1,+,2.6155,0.77293
IL2,cILC1,+,2.6466,0.74683
IL2,cILC1,+,2.6776,0.71663
IL2,cILC1,+,2.7087,0.68284
IL2,cILC1,+,2.7397,0.64605
IL2,cILC1,+,2.7708,0.60689
IL2,cILC1,+,2.8018,0.56601
IL2,cILC1,+,2.8329,0.52407
IL2,cILC1,+,2.8639,0.48173
IL2,cILC1,+,2.895,0.43958
IL2,cILC1,+,2.926,0.39819
IL2,cILC1,+,2.9571,0.35806
IL2,cILC1,+,2.9881,0.31961
IL2,cILC1,+,3.0192,0.2832
IL2,cILC1,+,3.0502,0.24908
IL2,cILC1,+,3.0813,0.21746
IL2,cILC1,+,3.1123,0.18846
IL2,cILC1,+,3.1434,0.16212
IL2,cILC1,+,3.1744,0.13843
IL2,cILC1,+,3.2055,0.11732
IL2,cILC1,+,3.2365,0.0987
IL2,cILC1,+,3.2676,0.08242
IL2,cILC1,+,3.2986,0.06832
IL2,cILC1,+,3.3297,0.05621
IL2,cILC1,+,3.3607,0.0459
IL2,cILC1,+,3.3918,0.03721
IL2,cILC1,+,3.4228,0.02994
IL2,cILC1,+,3.4539,0.02391
IL2,cILC1,+,3.4849,0.01896
IL2,cILC1,+,3.516,0.01491
IL2,cILC1,+,3.547,0.01165
IL2,cILC1,+,3.5781,0.00903
IL2,cILC1,+,3.6091,0.00695
IL2,cILC1,+,3.6402,0.00531
IL2,cILC1,+,3.6712,0.00402
IL2,cILC1,+,3.7023,0.00303
IL2,cILC1,+,3.7333,0.00226
IL2,cILC1,+,3.7644,0.00168
IL2,cILC1,+,3.7954,0.00123
IL2,cILC1,+,3.8265,0.0009
IL2,cILC1,+,3.8575,0.00065
IL2,cILC1,+,3.8886,0.00047
IL2,cILC1,+,3.9196,0.00034
IL2,cILC1,+,3.9507,0.00024
IL2,cILC1,+,3.9817,0.00017
IL2,cILC1,+,4.0128,0.00012
IL2,cILC1,+,4.0438,8e-05
IL2,cILC1,+,4.0749,6e-05
IL2,cILC1,+,4.1059,4e-05
IL2,cILC1,+,4.137,3e-05
IL2,cILC1,+,4.168,2e-05
IL2,cILC1,+,4.1991,1e-05
IL2,cILC1,+,4.2301,1e-05
IL2,cILC1,+,4.2612,1e-05
IL2,cILC1,+,4.2922,0.0
IL2,cILC1,+,4.3233,0.0
IL2,cILC1,+,4.3543,0.0
IL2,cILC1,+,4.3854,0.0
IL2,cILC1,+,4.4164,0.0
IL2,cILC1,+,4.4475,0.0
IL2,cILC1,+,4.4785,0.0
IL2,cILC1,+,4.5096,0.0
IL2,cILC1,+,4.5406,0.0
IL2,cILC1,+,4.5717,0.0
IL2,cILC1,+,4.6027,0.0
IL2,cILC1,+,4.6338,0.0
IL2,cILC1,+,4.6648,0.0
IL2,cILC1,+,4.6959,0.0
IL2,cILC1,+,4.7269,0.0
IL2,cILC1,+,4.758,0.0
IL2,cILC1,+,4.789,0.0
IL2,cILC1,+,4.8201,0.0
IL2,cILC1,+,4.8511,0.0
IL2,cILC1,+,4.8822,0.0
IL2,cILC1,+,4.9132,0.0
IL2,cILC1,+,4.9443,0.0
IL2,cILC1,+,4.9753,0.0
IL2,cILC1,+,5.0064,0.0
IL2,cILC1,+,5.0374,0.0
IL2,cILC1,+,5.0685,0.0
IL2,cILC1,+,5.0995,0.0
IL2,cILC1,+,5.1306,0.0
IL2,cILC1,+,5.1616,0.0
IL2,cILC1,+,5.1927,0.0
IL2,cILC1,+,5.2237,0.0
IL2,cILC1,+,5.2548,0.0
IL2,cILC1,+,5.2858,0.0
IL2,cILC1,+,5.3169,0.0
IL2,cILC1,+,5.3479,0.0
IL2,cILC1,+,5.379,0.0
IL2,cILC1,+,5.41,0.0
IL2,cILC1,+,5.4411,0.0
IL2,cILC1,+,5.4721,0.0
IL2,cILC1,+,5.5032,0.0
IL2,cILC1,+,5.5342,0.0
IL2,cILC1,+,5.5653,0.0
IL2,cILC1,+,5.5963,0.0
IL2,cILC1,+,5.6274,0.0
IL2,cILC1,+,5.6584,0.0
IL2,cILC1,+,5.6895,0.0
IL2,cILC1,+,5.7205,0.0
IL2,cILC1,+,5.7516,0.0
IL2,cILC1,+,5.7826,0.0
IL2,cILC1,+,5.8137,0.0
IL2,cILC1,+,5.8447,0.0
IL2,cILC1,+,5.8758,0.0
IL2,cILC1,+,5.9068,0.0
IL2,cILC1,+,5.9379,0.0
IL2,cILC1,+,5.9689,0.0
IL2,cILC1,+,6.0,0.0
IL2,cNK,−,-0.8,0.00116
IL2,cNK,−,-0.7689,0.00143
IL2,cNK,−,-0.7379,0.00177
IL2,cNK,−,-0.7068,0.00218
IL2,cNK,−,-0.6758,0.00267
IL2,cNK,−,-0.6447,0.00327
IL2,cNK,−,-0.6137,0.00397
IL2,cNK,−,-0.5826,0.00482
IL2,cNK,−,-0.5516,0.00582
IL2,cNK,−,-0.5205,0.007
IL2,cNK,−,-0.4895,0.00838
IL2,cNK,−,-0.4584,0.01001
IL2,cNK,−,-0.4274,0.0119
IL2,cNK,−,-0.3963,0.01409
IL2,cNK,−,-0.3653,0.01663
IL2,cNK,−,-0.3342,0.01955
IL2,cNK,−,-0.3032,0.02289
IL2,cNK,−,-0.2721,0.02671
IL2,cNK,−,-0.2411,0.03104
IL2,cNK,−,-0.21,0.03594
IL2,cNK,−,-0.179,0.04145
IL2,cNK,−,-0.1479,0.04762
IL2,cNK,−,-0.1169,0.05452
IL2,cNK,−,-0.0858,0.06217
IL2,cNK,−,-0.0548,0.07063
IL2,cNK,−,-0.0237,0.07994
IL2,cNK,−,0.0073,0.09015
IL2,cNK,−,0.0384,0.10128
IL2,cNK,−,0.0694,0.11337
IL2,cNK,−,0.1005,0.12643
IL2,cNK,−,0.1315,0.14049
IL2,cNK,−,0.1626,0.15554
IL2,cNK,−,0.1936,0.1716
IL2,cNK,−,0.2247,0.18864
IL2,cNK,−,0.2557,0.20664
IL2,cNK,−,0.2868,0.22558
IL2,cNK,−,0.3178,0.24541
IL2,cNK,−,0.3489,0.26609
IL2,cNK,−,0.3799,0.28756
IL2,cNK,−,0.411,0.30975
IL2,cNK,−,0.442,0.3326
IL2,cNK,−,0.4731,0.35603
IL2,cNK,−,0.5041,0.37998
IL2,cNK,−,0.5352,0.40436
IL2,cNK,−,0.5662,0.4291
IL2,cNK,−,0.5973,0.45415
IL2,cNK,−,0.6283,0.47943
IL2,cNK,−,0.6594,0.5049
IL2,cNK,−,0.6904,0.53052
IL2,cNK,−,0.7215,0.55626
IL2,cNK,−,0.7525,0.58212
IL2,cNK,−,0.7836,0.60811
IL2,cNK,−,0.8146,0.63424
IL2,cNK,−,0.8457,0.66057
IL2,cNK,−,0.8767,0.68714
IL2,cNK,−,0.9078,0.71404
IL2,cNK,−,0.9388,0.74135
IL2,cNK,−,0.9699,0.76916
IL2,cNK,−,1.0009,0.7976
IL2,cNK,−,1.032,0.82676
IL2,cNK,−,1.063,0.85676
IL2,cNK,−,1.0941,0.88771
IL2,cNK,−,1.1251,0.91971
IL2,cNK,−,1.1562,0.95284
IL2,cNK,−,1.1872,0.98715
IL2,cNK,−,1.2183,1.02269
IL2,cNK,−,1.2493,1.05946
IL2,cNK,−,1.2804,1.09743
IL2,cNK,−,1.3114,1.13654
IL2,cNK,−,1.3425,1.17667
IL2,cNK,−,1.3735,1.21767
IL2,cNK,−,1.4046,1.25935
IL2,cNK,−,1.4356,1.30146
IL2,cNK,−,1.4667,1.34371
IL2,cNK,−,1.4977,1.38578
IL2,cNK,−,1.5288,1.42731
IL2,cNK,−,1.5598,1.46792
IL2,cNK,−,1.5909,1.50719
IL2,cNK,−,1.6219,1.5447
IL2,cNK,−,1.653,1.58004
IL2,cNK,−,1.684,1.61281
IL2,cNK,−,1.7151,1.64263
IL2,cNK,−,1.7461,1.66921
IL2,cNK,−,1.7772,1.69232
IL2,cNK,−,1.8082,1.71181
IL2,cNK,−,1.8393,1.72768
IL2,cNK,−,1.8703,1.74007
IL2,cNK,−,1.9014,1.74925
IL2,cNK,−,1.9324,1.75564
IL2,cNK,−,1.9635,1.75976
IL2,cNK,−,1.9945,1.7622
IL2,cNK,−,2.0256,1.76356
IL2,cNK,−,2.0566,1.76432
IL2,cNK,−,2.0877,1.76477
IL2,cNK,−,2.1187,1.7649
IL2,cNK,−,2.1498,1.76431
IL2,cNK,−,2.1808,1.76217
IL2,cNK,−,2.2119,1.75722
IL2,cNK,−,2.2429,1.74785
IL2,cNK,−,2.274,1.73224
IL2,cNK,−,2.305,1.70851
IL2,cNK,−,2.3361,1.67498
IL2,cNK,−,2.3671,1.63039
IL2,cNK,−,2.3982,1.57407
IL2,cNK,−,2.4292,1.50607
IL2,cNK,−,2.4603,1.42722
IL2,cNK,−,2.4913,1.33907
IL2,cNK,−,2.5224,1.24378
IL2,cNK,−,2.5534,1.14387
IL2,cNK,−,2.5845,1.04206
IL2,cNK,−,2.6155,0.94097
IL2,cNK,−,2.6466,0.84295
IL2,cNK,−,2.6776,0.74993
IL2,cNK,−,2.7087,0.66333
IL2,cNK,−,2.7397,0.58404
IL2,cNK,−,2.7708,0.51244
IL2,cNK,−,2.8018,0.44852
IL2,cNK,−,2.8329,0.39193
IL2,cNK,−,2.8639,0.34214
IL2,cNK,−,2.895,0.29848
IL2,cNK,−,2.926,0.26025
IL2,cNK,−,2.9571,0.22676
IL2,cNK,−,2.9881,0.19741
IL2,cNK,−,3.0192,0.17164
IL2,cNK,−,3.0502,0.14899
IL2,cNK,−,3.0813,0.12906
IL2,cNK,−,3.1123,0.11152
IL2,cNK,−,3.1434,0.0961
IL2,cNK,−,3.1744,0.08256
IL2,cNK,−,3.2055,0.07069
IL2,cNK,−,3.2365,0.06032
IL2,cNK,−,3.2676,0.05129
IL2,cNK,−,3.2986,0.04345
IL2,cNK,−,3.3297,0.03667
IL2,cNK,−,3.3607,0.03083
IL2,cNK,−,3.3918,0.02582
IL2,cNK,−,3.4228,0.02155
IL2,cNK,−,3.4539,0.01791
IL2,cNK,−,3.4849,0.01483
IL2,cNK,−,3.516,0.01223
IL2,cNK,−,3.547,0.01005
IL2,cNK,−,3.5781,0.00823
IL2,cNK,−,3.6091,0.00671
IL2,cNK,−,3.6402,0.00545
IL2,cNK,−,3.6712,0.00441
IL2,cNK,−,3.7023,0.00355
IL2,cNK,−,3.7333,0.00285
IL2,cNK,−,3.7644,0.00228
IL2,cNK,−,3.7954,0.00182
IL2,cNK,−,3.8265,0.00144
IL2,cNK,−,3.8575,0.00114
IL2,cNK,−,3.8886,0.0009
IL2,cNK,−,3.9196,0.0007
IL2,cNK,−,3.9507,0.00055
IL2,cNK,−,3.9817,0.00043
IL2,cNK,−,4.0128,0.00033
IL2,cNK,−,4.0438,0.00026
IL2,cNK,−,4.0749,0.0002
IL2,cNK,−,4.1059,0.00015
IL2,cNK,−,4.137,0.00012
IL2,cNK,−,4.168,9e-05
IL2,cNK,−,4.1991,7e-05
IL2,cNK,−,4.2301,5e-05
IL2,cNK,−,4.2612,4e-05
IL2,cNK,−,4.2922,3e-05
IL2,cNK,−,4.3233,2e-05
IL2,cNK,−,4.3543,2e-05
IL2,cNK,−,4.3854,1e-05
IL2,cNK,−,4.4164,1e-05
IL2,cNK,−,4.4475,1e-05
IL2,cNK,−,4.4785,0.0
IL2,cNK,−,4.5096,0.0
IL2,cNK,−,4.5406,0.0
IL2,cNK,−,4.5717,0.0
IL2,cNK,−,4.6027,0.0
IL2,cNK,−,4.6338,0.0
IL2,cNK,−,4.6648,0.0
IL2,cNK,−,4.6959,0.0
IL2,cNK,−,4.7269,0.0
IL2,cNK,−,4.758,0.0
IL2,cNK,−,4.789,0.0
IL2,cNK,−,4.8201,0.0
IL2,cNK,−,4.8511,0.0
IL2,cNK,−,4.8822,0.0
IL2,cNK,−,4.9132,0.0
IL2,cNK,−,4.9443,0.0
IL2,cNK,−,4.9753,0.0
IL2,cNK,−,5.0064,0.0
IL2,cNK,−,5.0374,0.0
IL2,cNK,−,5.0685,0.0
IL2,cNK,−,5.0995,0.0
IL2,cNK,−,5.1306,0.0
IL2,cNK,−,5.1616,0.0
IL2,cNK,−,5.1927,0.0
IL2,cNK,−,5.2237,0.0
IL2,cNK,−,5.2548,0.0
IL2,cNK,−,5.2858,0.0
IL2,cNK,−,5.3169,0.0
IL2,cNK,−,5.3479,0.0
IL2,cNK,−,5.379,0.0
IL2,cNK,−,5.41,0.0
IL2,cNK,−,5.4411,0.0
IL2,cNK,−,5.4721,0.0
IL2,cNK,−,5.5032,0.0
IL2,cNK,−,5.5342,0.0
IL2,cNK,−,5.5653,0.0
IL2,cNK,−,5.5963,0.0
IL2,cNK,−,5.6274,0.0
IL2,cNK,−,5.6584,0.0
IL2,cNK,−,5.6895,0.0
IL2,cNK,−,5.7205,0.0
IL2,cNK,−,5.7516,0.0
IL2,cNK,−,5.7826,0.0
IL2,cNK,−,5.8137,0.0
IL2,cNK,−,5.8447,0.0
IL2,cNK,−,5.8758,0.0
IL2,cNK,−,5.9068,0.0
IL2,cNK,−,5.9379,0.0
IL2,cNK,−,5.9689,0.0
IL2,cNK,−,6.0,0.0
IL2,cNK,+,-0.8,0.03419
IL2,cNK,+,-0.7689,0.03693
IL2,cNK,+,-0.7379,0.03985
IL2,cNK,+,-0.7068,0.04294
IL2,cNK,+,-0.6758,0.04622
IL2,cNK,+,-0.6447,0.04968
IL2,cNK,+,-0.6137,0.05333
IL2,cNK,+,-0.5826,0.05718
IL2,cNK,+,-0.5516,0.06123
IL2,cNK,+,-0.5205,0.06549
IL2,cNK,+,-0.4895,0.06996
IL2,cNK,+,-0.4584,0.07464
IL2,cNK,+,-0.4274,0.07954
IL2,cNK,+,-0.3963,0.08467
IL2,cNK,+,-0.3653,0.09001
IL2,cNK,+,-0.3342,0.09558
IL2,cNK,+,-0.3032,0.10138
IL2,cNK,+,-0.2721,0.1074
IL2,cNK,+,-0.2411,0.11366
IL2,cNK,+,-0.21,0.12014
IL2,cNK,+,-0.179,0.12685
IL2,cNK,+,-0.1479,0.13379
IL2,cNK,+,-0.1169,0.14096
IL2,cNK,+,-0.0858,0.14835
IL2,cNK,+,-0.0548,0.15597
IL2,cNK,+,-0.0237,0.16382
IL2,cNK,+,0.0073,0.17189
IL2,cNK,+,0.0384,0.18017
IL2,cNK,+,0.0694,0.18867
IL2,cNK,+,0.1005,0.19739
IL2,cNK,+,0.1315,0.20632
IL2,cNK,+,0.1626,0.21546
IL2,cNK,+,0.1936,0.22481
IL2,cNK,+,0.2247,0.23436
IL2,cNK,+,0.2557,0.24411
IL2,cNK,+,0.2868,0.25406
IL2,cNK,+,0.3178,0.2642
IL2,cNK,+,0.3489,0.27454
IL2,cNK,+,0.3799,0.28507
IL2,cNK,+,0.411,0.29579
IL2,cNK,+,0.442,0.3067
IL2,cNK,+,0.4731,0.31778
IL2,cNK,+,0.5041,0.32905
IL2,cNK,+,0.5352,0.3405
IL2,cNK,+,0.5662,0.35212
IL2,cNK,+,0.5973,0.36391
IL2,cNK,+,0.6283,0.37586
IL2,cNK,+,0.6594,0.38798
IL2,cNK,+,0.6904,0.40026
IL2,cNK,+,0.7215,0.41268
IL2,cNK,+,0.7525,0.42525
IL2,cNK,+,0.7836,0.43795
IL2,cNK,+,0.8146,0.45078
IL2,cNK,+,0.8457,0.46373
IL2,cNK,+,0.8767,0.47677
IL2,cNK,+,0.9078,0.48991
IL2,cNK,+,0.9388,0.50313
IL2,cNK,+,0.9699,0.5164
IL2,cNK,+,1.0009,0.52973
IL2,cNK,+,1.032,0.54308
IL2,cNK,+,1.063,0.55645
IL2,cNK,+,1.0941,0.56981
IL2,cNK,+,1.1251,0.58315
IL2,cNK,+,1.1562,0.59646
